========Trial 0 params: {'n_layers': 2, 'K': 3, 'Dropout': 0.3, 'Hidden0': 32, 'Hidden1': 256, 'optimizer': 'Adam', 'lr': 0.014841171742650953, 'batch': 32}===========
+------------------------+------------+
|        Modules         | Parameters |
+------------------------+------------+
|     sptH.0.sAtt.Vs     |    729     |
|     sptH.0.sAtt.bs     |    729     |
|     sptH.0.sAtt.W1     |     24     |
|     sptH.0.sAtt.W2     |     24     |
|     sptH.0.sAtt.W3     |     1      |
|   sptH.0.gcn.weight    |    2304    |
|    sptH.0.gcn.bias     |     32     |
| sptH.0.timeConv.weight |     3      |
|  sptH.0.timeConv.bias  |     1      |
|     sptH.2.sAtt.Vs     |    729     |
|     sptH.2.sAtt.bs     |    729     |
|     sptH.2.sAtt.W1     |     32     |
|     sptH.2.sAtt.W2     |     32     |
|     sptH.2.sAtt.W3     |     1      |
|   sptH.2.gcn.weight    |   24576    |
|    sptH.2.gcn.bias     |    256     |
| sptH.2.timeConv.weight |     3      |
|  sptH.2.timeConv.bias  |     1      |
|     sptH.4.weight      |    3072    |
|      sptH.4.bias       |     12     |
|     sptD.0.sAtt.Vs     |    729     |
|     sptD.0.sAtt.bs     |    729     |
|     sptD.0.sAtt.W1     |     12     |
|     sptD.0.sAtt.W2     |     12     |
|     sptD.0.sAtt.W3     |     1      |
|   sptD.0.gcn.weight    |    1152    |
|    sptD.0.gcn.bias     |     32     |
| sptD.0.timeConv.weight |     3      |
|  sptD.0.timeConv.bias  |     1      |
|     sptD.2.sAtt.Vs     |    729     |
|     sptD.2.sAtt.bs     |    729     |
|     sptD.2.sAtt.W1     |     32     |
|     sptD.2.sAtt.W2     |     32     |
|     sptD.2.sAtt.W3     |     1      |
|   sptD.2.gcn.weight    |   24576    |
|    sptD.2.gcn.bias     |    256     |
| sptD.2.timeConv.weight |     3      |
|  sptD.2.timeConv.bias  |     1      |
|     sptD.4.weight      |    3072    |
|      sptD.4.bias       |     12     |
|     sptW.0.sAtt.Vs     |    729     |
|     sptW.0.sAtt.bs     |    729     |
|     sptW.0.sAtt.W1     |     24     |
|     sptW.0.sAtt.W2     |     24     |
|     sptW.0.sAtt.W3     |     1      |
|   sptW.0.gcn.weight    |    2304    |
|    sptW.0.gcn.bias     |     32     |
| sptW.0.timeConv.weight |     3      |
|  sptW.0.timeConv.bias  |     1      |
|     sptW.2.sAtt.Vs     |    729     |
|     sptW.2.sAtt.bs     |    729     |
|     sptW.2.sAtt.W1     |     32     |
|     sptW.2.sAtt.W2     |     32     |
|     sptW.2.sAtt.W3     |     1      |
|   sptW.2.gcn.weight    |   24576    |
|    sptW.2.gcn.bias     |    256     |
| sptW.2.timeConv.weight |     3      |
|  sptW.2.timeConv.bias  |     1      |
|     sptW.4.weight      |    3072    |
|      sptW.4.bias       |     12     |
|       Fusion.Wh        |     12     |
|       Fusion.Wd        |     12     |
|       Fusion.Ww        |     12     |
+------------------------+------------+
Total Trainable Params: 98730
 Trial: 0 Epoch: 0, train_loss: 108917.75390625, validation_loss = 9993.1728515625
 Trial: 55 Epoch: 53, train_loss: 27546.712646484375, validation_loss = 2840.7230224609375
 Trial: 55 Epoch: 54, train_loss: 23131.005737304688, validation_loss = 3058.465087890625
 Trial: 55 Epoch: 55, train_loss: 22920.483642578125, validation_loss = 2980.0906982421875
 Trial: 55 Epoch: 56, train_loss: 23790.29296875, validation_loss = 2642.705078125
 Trial: 55 Epoch: 57, train_loss: 25358.688598632812, validation_loss = 3062.61669921875
 Trial: 55 Epoch: 58, train_loss: 22980.672241210938, validation_loss = 2967.2392578125
 Trial: 55 Epoch: 59, train_loss: 21803.37969970703, validation_loss = 3014.448974609375
 Trial: 55 Epoch: 60, train_loss: 24339.31884765625, validation_loss = 2910.5101318359375
 Trial: 55 Epoch: 61, train_loss: 22278.9072265625, validation_loss = 2997.3846435546875
 Trial: 55 Epoch: 62, train_loss: 21256.231567382812, validation_loss = 2948.9622802734375
 Trial: 55 Epoch: 63, train_loss: 20875.052124023438, validation_loss = 3283.990478515625
 Trial: 55 Epoch: 64, train_loss: 20973.92059326172, validation_loss = 3027.971435546875
 Trial: 55 Epoch: 65, train_loss: 20705.110961914062, validation_loss = 2757.02880859375
 Trial: 55 Epoch: 66, train_loss: 21139.392517089844, validation_loss = 3391.479248046875
 Trial: 55 Epoch: 67, train_loss: 24073.785034179688, validation_loss = 2735.4168701171875
 Trial: 55 Epoch: 68, train_loss: 22663.117309570312, validation_loss = 2863.7574462890625
 Trial: 55 Epoch: 69, train_loss: 20633.146850585938, validation_loss = 3258.503662109375
 Trial: 55 Epoch: 70, train_loss: 21278.85382080078, validation_loss = 3609.406982421875
 Trial: 55 Epoch: 71, train_loss: 20804.320678710938, validation_loss = 2784.671142578125
 Trial: 55 Epoch: 72, train_loss: 20197.955932617188, validation_loss = 2831.869384765625
 Trial: 55 Epoch: 73, train_loss: 20647.478149414062, validation_loss = 3159.6849365234375
 Trial: 55 Epoch: 74, train_loss: 20816.524353027344, validation_loss = 3405.2698974609375
 Trial: 55 Epoch: 75, train_loss: 22097.995239257812, validation_loss = 3784.6363525390625
 Trial: 55 Epoch: 76, train_loss: 22168.961059570312, validation_loss = 3617.9808349609375
 Trial: 55 Epoch: 77, train_loss: 22129.577270507812, validation_loss = 2936.9332275390625
 Trial: 55 Epoch: 78, train_loss: 20151.560119628906, validation_loss = 2807.4693603515625
 Trial: 55 Epoch: 79, train_loss: 22416.16375732422, validation_loss = 4037.7242431640625
 Trial: 55 Epoch: 80, train_loss: 21029.665893554688, validation_loss = 2815.517578125
 Trial: 55 Epoch: 81, train_loss: 19540.714111328125, validation_loss = 2872.515869140625
 Trial: 55 Epoch: 82, train_loss: 19879.906982421875, validation_loss = 3404.8626708984375
 Trial: 55 Epoch: 83, train_loss: 19689.77801513672, validation_loss = 2959.358154296875
 Trial: 55 Epoch: 84, train_loss: 20164.016174316406, validation_loss = 2749.19287109375
 Trial: 55 Epoch: 85, train_loss: 21477.1845703125, validation_loss = 3620.1356201171875
 Trial: 55 Epoch: 86, train_loss: 21997.939453125, validation_loss = 3271.419677734375
 Trial: 55 Epoch: 87, train_loss: 24909.836547851562, validation_loss = 4287.9385986328125
 Trial: 55 Epoch: 88, train_loss: 20893.8154296875, validation_loss = 2710.677978515625
 Trial: 55 Epoch: 89, train_loss: 23215.867309570312, validation_loss = 3352.5718994140625
 Trial: 55 Epoch: 90, train_loss: 21157.259155273438, validation_loss = 3536.1209716796875
 Trial: 55 Epoch: 91, train_loss: 21548.07696533203, validation_loss = 2911.0504150390625
 Trial: 55 Epoch: 92, train_loss: 20513.803833007812, validation_loss = 2803.353271484375
 Trial: 55 Epoch: 93, train_loss: 21299.342041015625, validation_loss = 2869.889404296875
 Trial: 55 Epoch: 94, train_loss: 23165.9619140625, validation_loss = 3537.304931640625
 Trial: 55 Epoch: 95, train_loss: 23457.859497070312, validation_loss = 3134.67236328125
 Trial: 55 Epoch: 96, train_loss: 23506.252197265625, validation_loss = 3080.6728515625
 Trial: 55 Epoch: 97, train_loss: 20897.20654296875, validation_loss = 2969.0582275390625
 Trial: 55 Epoch: 98, train_loss: 19899.691284179688, validation_loss = 2828.861572265625
 Trial: 55 Epoch: 99, train_loss: 20084.936279296875, validation_loss = 3194.69873046875
========Trial 56 params: {'n_layers': 1, 'K': 2, 'Dropout': 0.4, 'Hidden0': 256, 'optimizer': 'Adam', 'lr': 0.012400175633158698, 'batch': 4}===========
+------------------------+------------+
|        Modules         | Parameters |
+------------------------+------------+
|     sptH.0.sAtt.Vs     |    729     |
|     sptH.0.sAtt.bs     |    729     |
|     sptH.0.sAtt.W1     |     24     |
|     sptH.0.sAtt.W2     |     24     |
|     sptH.0.sAtt.W3     |     1      |
|   sptH.0.gcn.weight    |   12288    |
|    sptH.0.gcn.bias     |    256     |
| sptH.0.timeConv.weight |     3      |
|  sptH.0.timeConv.bias  |     1      |
|     sptH.2.weight      |    3072    |
|      sptH.2.bias       |     12     |
|     sptD.0.sAtt.Vs     |    729     |
|     sptD.0.sAtt.bs     |    729     |
|     sptD.0.sAtt.W1     |     12     |
|     sptD.0.sAtt.W2     |     12     |
|     sptD.0.sAtt.W3     |     1      |
|   sptD.0.gcn.weight    |    6144    |
|    sptD.0.gcn.bias     |    256     |
| sptD.0.timeConv.weight |     3      |
|  sptD.0.timeConv.bias  |     1      |
|     sptD.2.weight      |    3072    |
|      sptD.2.bias       |     12     |
|     sptW.0.sAtt.Vs     |    729     |
|     sptW.0.sAtt.bs     |    729     |
|     sptW.0.sAtt.W1     |     24     |
|     sptW.0.sAtt.W2     |     24     |
|     sptW.0.sAtt.W3     |     1      |
|   sptW.0.gcn.weight    |   12288    |
|    sptW.0.gcn.bias     |    256     |
| sptW.0.timeConv.weight |     3      |
|  sptW.0.timeConv.bias  |     1      |
|     sptW.2.weight      |    3072    |
|      sptW.2.bias       |     12     |
|       Fusion.Wh        |     12     |
|       Fusion.Wd        |     12     |
|       Fusion.Ww        |     12     |
+------------------------+------------+
Total Trainable Params: 45285
 Trial: 56 Epoch: 0, train_loss: 133711.4306640625, validation_loss = 5858.283203125
 Trial: 56 Epoch: 1, train_loss: 43875.02001953125, validation_loss = 5269.236572265625
 Trial: 56 Epoch: 2, train_loss: 37100.23779296875, validation_loss = 4798.447265625
 Trial: 56 Epoch: 3, train_loss: 43587.800537109375, validation_loss = 5743.45458984375
 Trial: 56 Epoch: 4, train_loss: 57999.91247558594, validation_loss = 4226.6015625
 Trial: 56 Epoch: 5, train_loss: 42775.87255859375, validation_loss = 6641.0177001953125
 Trial: 56 Epoch: 6, train_loss: 30547.921630859375, validation_loss = 4743.4761962890625
 Trial: 56 Epoch: 7, train_loss: 29748.533813476562, validation_loss = 4206.620849609375
 Trial: 56 Epoch: 8, train_loss: 27760.737548828125, validation_loss = 3760.6566162109375
 Trial: 56 Epoch: 9, train_loss: 25821.844360351562, validation_loss = 3540.0458984375
 Trial: 56 Epoch: 10, train_loss: 26957.493774414062, validation_loss = 4990.589599609375
 Trial: 56 Epoch: 11, train_loss: 30111.401245117188, validation_loss = 5498.3046875
 Trial: 56 Epoch: 12, train_loss: 30398.627319335938, validation_loss = 3571.8514404296875
 Trial: 56 Epoch: 13, train_loss: 28679.695434570312, validation_loss = 5558.750244140625
 Trial: 56 Epoch: 14, train_loss: 27970.703979492188, validation_loss = 3824.5537109375
 Trial: 56 Epoch: 15, train_loss: 24986.075073242188, validation_loss = 3722.8760986328125
 Trial: 56 Epoch: 16, train_loss: 23737.298889160156, validation_loss = 3560.18359375
 Trial: 56 Epoch: 17, train_loss: 22734.10076904297, validation_loss = 4099.7357177734375
 Trial: 56 Epoch: 18, train_loss: 25512.167236328125, validation_loss = 3361.7144775390625
 Trial: 56 Epoch: 19, train_loss: 25208.317504882812, validation_loss = 3680.579833984375
 Trial: 56 Epoch: 20, train_loss: 25222.7314453125, validation_loss = 3373.7333984375
 Trial: 56 Epoch: 21, train_loss: 26332.548095703125, validation_loss = 5635.161376953125
 Trial: 56 Epoch: 22, train_loss: 27547.63702392578, validation_loss = 3554.19482421875
 Trial: 56 Epoch: 23, train_loss: 26418.07012939453, validation_loss = 4454.398193359375
 Trial: 56 Epoch: 24, train_loss: 26174.33203125, validation_loss = 3461.5660400390625
 Trial: 56 Epoch: 25, train_loss: 23182.410034179688, validation_loss = 3586.6080322265625
 Trial: 56 Epoch: 26, train_loss: 24009.268005371094, validation_loss = 3198.404052734375
 Trial: 56 Epoch: 27, train_loss: 22206.776123046875, validation_loss = 2959.4647216796875
 Trial: 56 Epoch: 28, train_loss: 23805.014404296875, validation_loss = 2948.9554443359375
 Trial: 56 Epoch: 29, train_loss: 25188.58428955078, validation_loss = 3208.0830078125
 Trial: 56 Epoch: 30, train_loss: 22495.535705566406, validation_loss = 4720.9920654296875
 Trial: 56 Epoch: 31, train_loss: 24560.824584960938, validation_loss = 4033.921875
 Trial: 56 Epoch: 32, train_loss: 25999.911987304688, validation_loss = 3220.5025634765625
 Trial: 56 Epoch: 33, train_loss: 21736.02947998047, validation_loss = 3278.4425048828125
 Trial: 56 Epoch: 34, train_loss: 23735.638549804688, validation_loss = 2918.800537109375
 Trial: 56 Epoch: 35, train_loss: 21661.163330078125, validation_loss = 3456.0548095703125
 Trial: 56 Epoch: 36, train_loss: 23753.214477539062, validation_loss = 3256.465087890625
 Trial: 56 Epoch: 37, train_loss: 23202.124389648438, validation_loss = 3389.6063232421875
 Trial: 56 Epoch: 38, train_loss: 21883.72442626953, validation_loss = 3024.3372802734375
 Trial: 56 Epoch: 39, train_loss: 20483.20428466797, validation_loss = 3039.0439453125
 Trial: 56 Epoch: 40, train_loss: 21223.84930419922, validation_loss = 2952.4564208984375
 Trial: 56 Epoch: 41, train_loss: 20001.86395263672, validation_loss = 2781.6396484375
 Trial: 56 Epoch: 42, train_loss: 19601.205444335938, validation_loss = 2703.5980224609375
 Trial: 56 Epoch: 43, train_loss: 21841.560485839844, validation_loss = 3152.6951904296875
 Trial: 56 Epoch: 44, train_loss: 20668.8447265625, validation_loss = 3461.396240234375
 Trial: 56 Epoch: 45, train_loss: 21000.07110595703, validation_loss = 3320.4637451171875
 Trial: 56 Epoch: 46, train_loss: 21432.089599609375, validation_loss = 3924.7598876953125
 Trial: 56 Epoch: 47, train_loss: 20567.232543945312, validation_loss = 2818.177734375
 Trial: 56 Epoch: 48, train_loss: 21312.123168945312, validation_loss = 2975.9013671875
 Trial: 56 Epoch: 49, train_loss: 19675.743041992188, validation_loss = 3860.6146240234375
 Trial: 56 Epoch: 50, train_loss: 21420.682006835938, validation_loss = 3193.2381591796875
 Trial: 56 Epoch: 51, train_loss: 20215.895568847656, validation_loss = 3454.9486083984375
 Trial: 56 Epoch: 52, train_loss: 21724.126708984375, validation_loss = 3743.236083984375
 Trial: 56 Epoch: 53, train_loss: 24105.833129882812, validation_loss = 2669.43212890625
 Trial: 56 Epoch: 54, train_loss: 23121.101196289062, validation_loss = 3066.7781982421875
 Trial: 56 Epoch: 55, train_loss: 21422.35174560547, validation_loss = 2903.3175048828125
 Trial: 56 Epoch: 56, train_loss: 20360.11572265625, validation_loss = 2830.011962890625
 Trial: 56 Epoch: 57, train_loss: 22512.072875976562, validation_loss = 3016.2587890625
 Trial: 56 Epoch: 58, train_loss: 21952.438110351562, validation_loss = 2828.874755859375
 Trial: 56 Epoch: 59, train_loss: 20269.121948242188, validation_loss = 2644.20458984375
 Trial: 56 Epoch: 60, train_loss: 20751.68017578125, validation_loss = 2688.7471923828125
 Trial: 56 Epoch: 61, train_loss: 21526.47265625, validation_loss = 3296.877197265625
 Trial: 56 Epoch: 62, train_loss: 20111.61279296875, validation_loss = 2939.0863037109375
 Trial: 56 Epoch: 63, train_loss: 19074.430297851562, validation_loss = 3033.93408203125
 Trial: 56 Epoch: 64, train_loss: 20176.800659179688, validation_loss = 3240.178466796875
 Trial: 56 Epoch: 65, train_loss: 20396.616455078125, validation_loss = 2945.080078125
 Trial: 56 Epoch: 66, train_loss: 20604.572814941406, validation_loss = 3334.698486328125
 Trial: 56 Epoch: 67, train_loss: 20316.45819091797, validation_loss = 2681.2098388671875
 Trial: 56 Epoch: 68, train_loss: 19591.868286132812, validation_loss = 2868.3837890625
 Trial: 56 Epoch: 69, train_loss: 18206.07550048828, validation_loss = 2813.9490966796875
 Trial: 56 Epoch: 70, train_loss: 19938.470947265625, validation_loss = 3721.099853515625
 Trial: 56 Epoch: 71, train_loss: 18236.184509277344, validation_loss = 2696.5985107421875
 Trial: 56 Epoch: 72, train_loss: 18286.443481445312, validation_loss = 2760.9117431640625
 Trial: 56 Epoch: 73, train_loss: 19522.280395507812, validation_loss = 3226.585205078125
 Trial: 56 Epoch: 74, train_loss: 18450.272521972656, validation_loss = 3067.54150390625
 Trial: 56 Epoch: 75, train_loss: 18875.864379882812, validation_loss = 3109.202880859375
 Trial: 56 Epoch: 76, train_loss: 20817.43914794922, validation_loss = 3597.9453125
 Trial: 56 Epoch: 77, train_loss: 20065.397216796875, validation_loss = 2955.8367919921875
 Trial: 56 Epoch: 78, train_loss: 18504.29248046875, validation_loss = 2710.7037353515625
 Trial: 56 Epoch: 79, train_loss: 22269.76934814453, validation_loss = 3989.2554931640625
 Trial: 56 Epoch: 80, train_loss: 19682.909545898438, validation_loss = 2946.6400146484375
 Trial: 56 Epoch: 81, train_loss: 18837.647033691406, validation_loss = 3153.1685791015625
 Trial: 56 Epoch: 82, train_loss: 19116.56866455078, validation_loss = 3387.30224609375
 Trial: 56 Epoch: 83, train_loss: 19601.550170898438, validation_loss = 2875.7962646484375
 Trial: 56 Epoch: 84, train_loss: 18343.645446777344, validation_loss = 2723.04541015625
 Trial: 56 Epoch: 85, train_loss: 18135.66632080078, validation_loss = 2922.195556640625
 Trial: 56 Epoch: 86, train_loss: 19499.797973632812, validation_loss = 2844.4027099609375
 Trial: 56 Epoch: 87, train_loss: 21807.38299560547, validation_loss = 3943.0523681640625
 Trial: 56 Epoch: 88, train_loss: 19161.732543945312, validation_loss = 2669.311767578125
 Trial: 56 Epoch: 89, train_loss: 20463.755493164062, validation_loss = 3011.505126953125
 Trial: 56 Epoch: 90, train_loss: 18917.939697265625, validation_loss = 3710.489501953125
 Trial: 56 Epoch: 91, train_loss: 19439.215270996094, validation_loss = 2926.2618408203125
 Trial: 56 Epoch: 92, train_loss: 19000.527587890625, validation_loss = 2972.4854736328125
 Trial: 56 Epoch: 93, train_loss: 18917.039306640625, validation_loss = 2655.5743408203125
 Trial: 56 Epoch: 94, train_loss: 21468.727294921875, validation_loss = 3406.1658935546875
 Trial: 56 Epoch: 95, train_loss: 21394.065307617188, validation_loss = 2891.1275634765625
 Trial: 56 Epoch: 96, train_loss: 19895.102478027344, validation_loss = 3055.5853271484375
 Trial: 56 Epoch: 97, train_loss: 18967.111938476562, validation_loss = 2745.4268798828125
 Trial: 56 Epoch: 98, train_loss: 18656.534545898438, validation_loss = 2736.6207275390625
 Trial: 56 Epoch: 99, train_loss: 18583.117797851562, validation_loss = 3165.9268798828125
========Trial 57 params: {'n_layers': 1, 'K': 2, 'Dropout': 0.1, 'Hidden0': 4, 'optimizer': 'Adam', 'lr': 0.01771728142883808, 'batch': 8}===========
+------------------------+------------+
|        Modules         | Parameters |
+------------------------+------------+
|     sptH.0.sAtt.Vs     |    729     |
|     sptH.0.sAtt.bs     |    729     |
|     sptH.0.sAtt.W1     |     24     |
|     sptH.0.sAtt.W2     |     24     |
|     sptH.0.sAtt.W3     |     1      |
|   sptH.0.gcn.weight    |    192     |
|    sptH.0.gcn.bias     |     4      |
| sptH.0.timeConv.weight |     3      |
|  sptH.0.timeConv.bias  |     1      |
|     sptH.2.weight      |     48     |
|      sptH.2.bias       |     12     |
|     sptD.0.sAtt.Vs     |    729     |
|     sptD.0.sAtt.bs     |    729     |
|     sptD.0.sAtt.W1     |     12     |
|     sptD.0.sAtt.W2     |     12     |
|     sptD.0.sAtt.W3     |     1      |
|   sptD.0.gcn.weight    |     96     |
|    sptD.0.gcn.bias     |     4      |
| sptD.0.timeConv.weight |     3      |
|  sptD.0.timeConv.bias  |     1      |
|     sptD.2.weight      |     48     |
|      sptD.2.bias       |     12     |
|     sptW.0.sAtt.Vs     |    729     |
|     sptW.0.sAtt.bs     |    729     |
|     sptW.0.sAtt.W1     |     24     |
|     sptW.0.sAtt.W2     |     24     |
|     sptW.0.sAtt.W3     |     1      |
|   sptW.0.gcn.weight    |    192     |
|    sptW.0.gcn.bias     |     4      |
| sptW.0.timeConv.weight |     3      |
|  sptW.0.timeConv.bias  |     1      |
|     sptW.2.weight      |     48     |
|      sptW.2.bias       |     12     |
|       Fusion.Wh        |     12     |
|       Fusion.Wd        |     12     |
|       Fusion.Ww        |     12     |
+------------------------+------------+
Total Trainable Params: 5217
 Trial: 57 Epoch: 0, train_loss: 340411.1953125, validation_loss = 23816.546875
========Trial 58 params: {'n_layers': 1, 'K': 2, 'Dropout': 0.2, 'Hidden0': 256, 'optimizer': 'Adam', 'lr': 0.015115038711461795, 'batch': 16}===========
+------------------------+------------+
|        Modules         | Parameters |
+------------------------+------------+
|     sptH.0.sAtt.Vs     |    729     |
|     sptH.0.sAtt.bs     |    729     |
|     sptH.0.sAtt.W1     |     24     |
|     sptH.0.sAtt.W2     |     24     |
|     sptH.0.sAtt.W3     |     1      |
|   sptH.0.gcn.weight    |   12288    |
|    sptH.0.gcn.bias     |    256     |
| sptH.0.timeConv.weight |     3      |
|  sptH.0.timeConv.bias  |     1      |
|     sptH.2.weight      |    3072    |
|      sptH.2.bias       |     12     |
|     sptD.0.sAtt.Vs     |    729     |
|     sptD.0.sAtt.bs     |    729     |
|     sptD.0.sAtt.W1     |     12     |
|     sptD.0.sAtt.W2     |     12     |
|     sptD.0.sAtt.W3     |     1      |
|   sptD.0.gcn.weight    |    6144    |
|    sptD.0.gcn.bias     |    256     |
| sptD.0.timeConv.weight |     3      |
|  sptD.0.timeConv.bias  |     1      |
|     sptD.2.weight      |    3072    |
|      sptD.2.bias       |     12     |
|     sptW.0.sAtt.Vs     |    729     |
|     sptW.0.sAtt.bs     |    729     |
|     sptW.0.sAtt.W1     |     24     |
|     sptW.0.sAtt.W2     |     24     |
|     sptW.0.sAtt.W3     |     1      |
|   sptW.0.gcn.weight    |   12288    |
|    sptW.0.gcn.bias     |    256     |
| sptW.0.timeConv.weight |     3      |
|  sptW.0.timeConv.bias  |     1      |
|     sptW.2.weight      |    3072    |
|      sptW.2.bias       |     12     |
|       Fusion.Wh        |     12     |
|       Fusion.Wd        |     12     |
|       Fusion.Ww        |     12     |
+------------------------+------------+
Total Trainable Params: 45285
 Trial: 58 Epoch: 0, train_loss: 158368.326171875, validation_loss = 12883.548828125
========Trial 59 params: {'n_layers': 1, 'K': 4, 'Dropout': 0.2, 'Hidden0': 256, 'optimizer': 'Adam', 'lr': 0.026806023586566682, 'batch': 4}===========
+------------------------+------------+
|        Modules         | Parameters |
+------------------------+------------+
|     sptH.0.sAtt.Vs     |    729     |
|     sptH.0.sAtt.bs     |    729     |
|     sptH.0.sAtt.W1     |     24     |
|     sptH.0.sAtt.W2     |     24     |
|     sptH.0.sAtt.W3     |     1      |
|   sptH.0.gcn.weight    |   24576    |
|    sptH.0.gcn.bias     |    256     |
| sptH.0.timeConv.weight |     3      |
|  sptH.0.timeConv.bias  |     1      |
|     sptH.2.weight      |    3072    |
|      sptH.2.bias       |     12     |
|     sptD.0.sAtt.Vs     |    729     |
|     sptD.0.sAtt.bs     |    729     |
|     sptD.0.sAtt.W1     |     12     |
|     sptD.0.sAtt.W2     |     12     |
|     sptD.0.sAtt.W3     |     1      |
|   sptD.0.gcn.weight    |   12288    |
|    sptD.0.gcn.bias     |    256     |
| sptD.0.timeConv.weight |     3      |
|  sptD.0.timeConv.bias  |     1      |
